source_file,source_row,column_name,issue_type,severity,raw_value,action_taken,detail
source3_cbnexus_contacts.csv,19,Name,name_case,low,MEERA BHATIA,"Re-cased to ""Meera Bhatia""",Stored in ALL CAPS in this source
source3_cbnexus_contacts.csv,23,Name,name_case,low,VARUN SAXENA,"Re-cased to ""Varun Saxena""",Stored in ALL CAPS in this source
source3_cbnexus_contacts.csv,25,Name,name_case,low,DEEPAK NAIR,"Re-cased to ""Deepak Nair""",Stored in ALL CAPS in this source
source3_cbnexus_contacts.csv,29,Name,name_case,low,MANISH BHATIA,"Re-cased to ""Manish Bhatia""",Stored in ALL CAPS in this source
source3_cbnexus_contacts.csv,30,Name,name_case,low,DIVYA CHOPRA,"Re-cased to ""Divya Chopra""",Stored in ALL CAPS in this source
source1_naukri_applicants.csv,31,name,name_variants_merged,low,R. Verma / Rohit Verma,"Kept the most complete form ""Rohit Verma""","Same person written 2 different ways across sources (source1_naukri_applicants.csv:25, source1_naukri_applicants.csv:31)"
source1_naukri_applicants.csv,3,Phone,phone_format,low,9000000237,Normalised to +919000000237,Inconsistent phone format across sources
source1_naukri_applicants.csv,4,Phone,phone_format,low,09000000287,Normalised to +919000000287,Inconsistent phone format across sources
source1_naukri_applicants.csv,5,Phone,phone_format,low,9000000113,Normalised to +919000000113,Inconsistent phone format across sources
source1_naukri_applicants.csv,8,Phone,phone_format,low,9000000227,Normalised to +919000000227,Inconsistent phone format across sources
source1_naukri_applicants.csv,9,Phone,phone_format,low,09000000138,Normalised to +919000000138,Inconsistent phone format across sources
source1_naukri_applicants.csv,11,Phone,phone_format,low,09000000167,Normalised to +919000000167,Inconsistent phone format across sources
source1_naukri_applicants.csv,12,Phone,phone_format,low,09000000260,Normalised to +919000000260,Inconsistent phone format across sources
source1_naukri_applicants.csv,13,Phone,phone_format,low,09000000114,Normalised to +919000000114,Inconsistent phone format across sources
source1_naukri_applicants.csv,14,Phone,phone_format,low,09000000145,Normalised to +919000000145,Inconsistent phone format across sources
source1_naukri_applicants.csv,16,Phone,phone_format,low,09000000146,Normalised to +919000000146,Inconsistent phone format across sources
source1_naukri_applicants.csv,17,Phone,phone_format,low,9000000106,Normalised to +919000000106,Inconsistent phone format across sources
source1_naukri_applicants.csv,18,Phone,phone_format,low,09000000223,Normalised to +919000000223,Inconsistent phone format across sources
source1_naukri_applicants.csv,19,Phone,phone_format,low,9000000263,Normalised to +919000000263,Inconsistent phone format across sources
source1_naukri_applicants.csv,20,Phone,phone_format,low,09000000131,Normalised to +919000000131,Inconsistent phone format across sources
source1_naukri_applicants.csv,23,Phone,phone_format,low,09000000116,Normalised to +919000000116,Inconsistent phone format across sources
source1_naukri_applicants.csv,24,Phone,phone_format,low,09000000271,Normalised to +919000000271,Inconsistent phone format across sources
source1_naukri_applicants.csv,25,Phone,phone_format,low,9000000294,Normalised to +919000000294,Inconsistent phone format across sources
source1_naukri_applicants.csv,26,Phone,phone_format,low,9000000229,Normalised to +919000000229,Inconsistent phone format across sources
source1_naukri_applicants.csv,27,Phone,phone_format,low,09000000103,Normalised to +919000000103,Inconsistent phone format across sources
source1_naukri_applicants.csv,29,Phone,phone_format,low,9000000170,Normalised to +919000000170,Inconsistent phone format across sources
source1_naukri_applicants.csv,30,Phone,phone_format,low,9000000133,Normalised to +919000000133,Inconsistent phone format across sources
source1_naukri_applicants.csv,31,Phone,phone_format,low,9000000294,Normalised to +919000000294,Inconsistent phone format across sources
source1_naukri_applicants.csv,33,Phone,phone_format,low,9000000296,Normalised to +919000000296,Inconsistent phone format across sources
source1_naukri_applicants.csv,34,Phone,phone_format,low,09000000137,Normalised to +919000000137,Inconsistent phone format across sources
source1_naukri_applicants.csv,35,Phone,phone_format,low,09000000202,Normalised to +919000000202,Inconsistent phone format across sources
source1_naukri_applicants.csv,36,Phone,phone_format,low,09000000165,Normalised to +919000000165,Inconsistent phone format across sources
source1_naukri_applicants.csv,37,Phone,phone_format,low,09000000103,Normalised to +919000000103,Inconsistent phone format across sources
source1_naukri_applicants.csv,39,Phone,phone_format,low,09000000104,Normalised to +919000000104,Inconsistent phone format across sources
source1_naukri_applicants.csv,41,Phone,phone_format,low,9000000212,Normalised to +919000000212,Inconsistent phone format across sources
source1_naukri_applicants.csv,43,Phone,phone_format,low,09000000273,Normalised to +919000000273,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,2,Phone Number,phone_format,low,9000000268,Normalised to +919000000268,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,3,Phone Number,phone_format,low,9000000146,Normalised to +919000000146,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,4,Phone Number,phone_format,low,919000000231,Normalised to +919000000231,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,5,Phone Number,phone_format,low,+91-9000000131,Normalised to +919000000131,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source3_cbnexus_contacts.csv,6,Phone Number,phone_format,low,+91-9000000104,Normalised to +919000000104,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source3_cbnexus_contacts.csv,7,Phone Number,phone_format,low,919000000260,Normalised to +919000000260,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,8,Phone Number,phone_format,low,9000000116,Normalised to +919000000116,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,9,Phone Number,phone_format,low,9000000143,Normalised to +919000000143,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,10,Phone Number,phone_format,low,+91-9000000227,Normalised to +919000000227,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source3_cbnexus_contacts.csv,11,Phone Number,phone_format,low,9000000287,Normalised to +919000000287,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,12,Phone Number,phone_format,low,919000000263,Normalised to +919000000263,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,13,Phone Number,phone_format,low,919000000148,Normalised to +919000000148,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,14,Phone Number,phone_format,low,9000000211,Normalised to +919000000211,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,15,Phone Number,phone_format,low,919000000106,Normalised to +919000000106,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,17,Phone Number,phone_format,low,+91-9000000295,Normalised to +919000000295,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source3_cbnexus_contacts.csv,18,Phone Number,phone_format,low,919000000138,Normalised to +919000000138,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,19,Phone Number,phone_format,low,919000000223,Normalised to +919000000223,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,20,Phone Number,phone_format,low,9000000113,Normalised to +919000000113,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,21,Phone Number,phone_format,low,9000000137,Normalised to +919000000137,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,22,Phone Number,phone_format,low,9000000254,Normalised to +919000000254,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,23,Phone Number,phone_format,low,919000000170,Normalised to +919000000170,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,24,Phone Number,phone_format,low,+91-9000000162,Normalised to +919000000162,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source3_cbnexus_contacts.csv,25,Phone Number,phone_format,low,919000000296,Normalised to +919000000296,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,26,Phone Number,phone_format,low,9000000133,Normalised to +919000000133,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,27,Phone Number,phone_format,low,9000000273,Normalised to +919000000273,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,28,Phone Number,phone_format,low,9000000272,Normalised to +919000000272,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,29,Phone Number,phone_format,low,919000000161,Normalised to +919000000161,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,30,Phone Number,phone_format,low,9000000111,Normalised to +919000000111,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,31,Phone Number,phone_format,low,919000000245,Normalised to +919000000245,Inconsistent phone format across sources
source3_cbnexus_contacts.csv,32,Phone Number,phone_format,low,+91-9000000261,Normalised to +919000000261,Contained separators and a non-canonical prefix; phone formats are inconsistent across sources
source2_gig_workers.csv,2,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,3,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,5,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,9,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,10,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
source2_gig_workers.csv,13,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
source2_gig_workers.csv,14,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,16,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,17,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,18,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
source2_gig_workers.csv,19,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,21,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
source2_gig_workers.csv,22,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,23,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,24,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,27,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,28,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,29,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,30,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
source2_gig_workers.csv,31,status,status_case,low,ACTIVE,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,32,status,status_case,low,Active,"Lower-cased to ""active""",Status column is not case-consistent
source2_gig_workers.csv,33,status,status_case,low,Inactive,"Lower-cased to ""inactive""",Status column is not case-consistent
